id_event,sort_order,time,text,event_type,side,event_team,opponent,player,fastBreak
1295,107,81,Marko Basa (Lille) is shown the yellow card for a bad foul.,4,2,Lille,AS Nancy Lorraine,marko basa,0
1296,108,83,Foul by Pascal Berenguer (Nancy).,3,1,AS Nancy Lorraine,Lille,pascal berenguer,0
1297,109,83,Idrissa Gana Gueye (Lille) wins a free kick in the defensive half.,8,2,Lille,AS Nancy Lorraine,idrissa gana gueye,0
1298,110,83,Pascal Berenguer (Nancy) is shown the red card for a bad foul.,6,1,AS Nancy Lorraine,Lille,pascal berenguer,0
1299,111,85,"Substitution, Nancy. Salif SanA?? replaces Reynald LemaA??tre.",7,1,AS Nancy Lorraine,Lille,NA,0
1300,112,87,"Substitution, Lille. Ronny Rodelin replaces Florent Balmont.",7,2,Lille,AS Nancy Lorraine,NA,0
1301,113,88,"Corner,  Lille. Conceded by Jonathan Brison.",2,2,Lille,AS Nancy Lorraine,jonathan brison,0
1302,114,89,"Corner,  Lille. Conceded by MickaA??l ChrA??tien.",2,2,Lille,AS Nancy Lorraine,mickaa??l chra??tien,0
1303,115,90,Foul by Bakaye Traore (Nancy).,3,1,AS Nancy Lorraine,Lille,bakaye traore,0
1304,116,90,Eden Hazard (Lille) wins a free kick on the right wing.,8,2,Lille,AS Nancy Lorraine,eden hazard,0
1305,117,90,"Corner,  Lille. Conceded by Benjamin Jeannot.",2,2,Lille,AS Nancy Lorraine,benjamin jeannot,0
1306,118,90,Attempt missed. Ronny Rodelin (Lille) header from the centre of the box is just a bit too high. Assisted by Ludovic Obraniak with a cross following a corner.,1,2,Lille,AS Nancy Lorraine,ronny rodelin,0
1307,119,90,Loosemy Karaboue (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,loosemy karaboue,0
1308,120,90,Foul by Ronny Rodelin (Lille).,3,2,Lille,AS Nancy Lorraine,ronny rodelin,0
1309,121,90,"Attempt missed. Ludovic Obraniak (Lille) right footed shot from the right side of the box is close, but misses to the right. Assisted by Eden Hazard.",1,2,Lille,AS Nancy Lorraine,ludovic obraniak,0
1310,1,1,"Offside, Montpellier. Mapou Yanga-Mbiwa tries a through ball, but Olivier Giroud is caught offside.",9,1,Montpellier,AJ Auxerre,olivier giroud,0
1311,2,2,Foul by Delvin Ndinga (Auxerre).,3,2,AJ Auxerre,Montpellier,delvin ndinga,0
1312,3,2,RA??my Cabella (Montpellier) wins a free kick on the left wing.,8,1,Montpellier,AJ Auxerre,remy cabella,0
1313,4,4,Attempt saved. Olivier Giroud (Montpellier) header from the left side of the box is saved in the bottom left corner. Assisted by Henri Bedimo.,1,1,Montpellier,AJ Auxerre,olivier giroud,0
1314,5,6,Attempt missed. Delvin Ndinga (Auxerre) left footed shot from outside the box is too high.,1,2,AJ Auxerre,Montpellier,delvin ndinga,0
1315,6,7,"Offside, Montpellier. Laurent Pionnier tries a through ball, but John Utaka is caught offside.",9,1,Montpellier,AJ Auxerre,john utaka,0
1316,7,10,Attempt saved. Alain TraorA?? (Auxerre) left footed shot from outside the box is saved in the bottom right corner. Assisted by Ben Sahar.,1,2,AJ Auxerre,Montpellier,alain traore,0
1317,8,10,"Corner,  Auxerre. Conceded by Laurent Pionnier.",2,2,AJ Auxerre,Montpellier,laurent pionnier,0
1318,9,10,Alain TraorA?? (Auxerre) wins a free kick on the right wing.,8,2,AJ Auxerre,Montpellier,alain traore,0
1319,10,10,Foul by Henri Bedimo (Montpellier).,3,1,Montpellier,AJ Auxerre,henri bedimo,0
1320,11,12,"Corner,  Auxerre. Conceded by Henri Bedimo.",2,2,AJ Auxerre,Montpellier,henri bedimo,0
1321,12,12,Attempt missed. Alain TraorA?? (Auxerre) left footed shot from long range on the left misses to the left. Assisted by Issam Jemaa.,1,2,AJ Auxerre,Montpellier,alain traore,0
1322,13,14,Alain TraorA?? (Auxerre) wins a free kick on the left wing.,8,2,AJ Auxerre,Montpellier,alain traore,0
1323,14,14,Foul by Garry Bocaly (Montpellier).,3,1,Montpellier,AJ Auxerre,garry bocaly,0
1324,15,16,Foul by Ben Sahar (Auxerre).,3,2,AJ Auxerre,Montpellier,ben sahar,0
1325,16,16,Henri Bedimo (Montpellier) wins a free kick on the left wing.,8,1,Montpellier,AJ Auxerre,henri bedimo,0
1326,17,17,Foul by Willy Boly (Auxerre).,3,2,AJ Auxerre,Montpellier,willy boly,0
1327,18,17,Geoffrey Dernis (Montpellier) wins a free kick in the attacking half.,8,1,Montpellier,AJ Auxerre,geoffrey dernis,0
1328,19,19,Foul by Issam Jemaa (Auxerre).,3,2,AJ Auxerre,Montpellier,issam jemaa,0
1329,20,19,Mapou Yanga-Mbiwa (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1330,21,20,"Offside, Auxerre. Amadou Sidibe tries a through ball, but Issam Jemaa is caught offside.",9,2,AJ Auxerre,Montpellier,issam jemaa,0
1331,22,21,Foul by Dennis Oliech (Auxerre).,3,2,AJ Auxerre,Montpellier,dennis oliech,0
1332,23,21,Henri Bedimo (Montpellier) wins a free kick on the left wing.,8,1,Montpellier,AJ Auxerre,henri bedimo,0
1333,24,22,Attempt missed. John Utaka (Montpellier) header from the centre of the box misses to the right. Assisted by YounA??s Belhanda with a cross.,1,1,Montpellier,AJ Auxerre,john utaka,0
1334,25,24,Attempt saved. Ben Sahar (Auxerre) right footed shot from outside the box is saved in the bottom left corner. Assisted by Alain TraorA??.,1,2,AJ Auxerre,Montpellier,ben sahar,0
1335,26,26,Amadou Sidibe (Auxerre) wins a free kick on the left wing.,8,2,AJ Auxerre,Montpellier,amadou sidibe,0
1336,27,26,Foul by Geoffrey Dernis (Montpellier).,3,1,Montpellier,AJ Auxerre,geoffrey dernis,0
1337,28,27,"Attempt missed. Olivier Giroud (Montpellier) left footed shot from outside the box is close, but misses to the right. Assisted by RA??my Cabella.",1,1,Montpellier,AJ Auxerre,olivier giroud,0
1338,29,28,"Corner,  Montpellier. Conceded by Adama Coulibaly.",2,1,Montpellier,AJ Auxerre,adama coulibaly,0
1339,30,28,"Attempt missed. RA??my Cabella (Montpellier) right footed shot from outside the box is close, but misses to the right following a corner.",1,1,Montpellier,AJ Auxerre,remy cabella,0
1340,31,28,Foul by Alain TraorA?? (Auxerre).,3,2,AJ Auxerre,Montpellier,alain traore,0
1341,32,28,Romain Pitau (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,romain pitau,0
1342,33,29,Willy Boly (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,willy boly,0
1343,34,29,Foul by Olivier Giroud (Montpellier).,3,1,Montpellier,AJ Auxerre,olivier giroud,0
1344,35,31,Delvin Ndinga (Auxerre) wins a free kick in the attacking half.,8,2,AJ Auxerre,Montpellier,delvin ndinga,0
1345,36,31,Foul by YounA??s Belhanda (Montpellier).,3,1,Montpellier,AJ Auxerre,younes belhanda,0
1346,37,32,"Corner,  Auxerre. Conceded by Mapou Yanga-Mbiwa.",2,2,AJ Auxerre,Montpellier,mapou yangambiwa,0
1347,38,32,Attempt saved. Dennis Oliech (Auxerre) right footed shot from outside the box is saved in the bottom right corner.,1,2,AJ Auxerre,Montpellier,dennis oliech,0
1348,39,34,"Corner,  Auxerre. Conceded by Romain Pitau.",2,2,AJ Auxerre,Montpellier,romain pitau,0
1349,40,34,Attempt blocked. Issam Jemaa (Auxerre) header from the centre of the box is blocked. Assisted by Alain TraorA?? with a cross.,1,2,AJ Auxerre,Montpellier,issam jemaa,0
1350,41,34,Hand ball by Willy Boly (Auxerre).,10,2,AJ Auxerre,Montpellier,willy boly,0
1351,42,35,Foul by Willy Boly (Auxerre).,3,2,AJ Auxerre,Montpellier,willy boly,0
1352,43,35,John Utaka (Montpellier) wins a free kick in the attacking half.,8,1,Montpellier,AJ Auxerre,john utaka,0
1353,44,36,"Goal!  Montpellier 1, Auxerre 0. YounA??s Belhanda (Montpellier) from a free kick with a right footed shot to the bottom left corner.",1,1,Montpellier,AJ Auxerre,younes belhanda,0
1354,45,37,Delvin Ndinga (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,delvin ndinga,0
1355,46,37,Foul by YounA??s Belhanda (Montpellier).,3,1,Montpellier,AJ Auxerre,younes belhanda,0
1356,47,37,Alain TraorA?? (Auxerre) wins a free kick on the left wing.,8,2,AJ Auxerre,Montpellier,alain traore,0
1357,48,37,Foul by Mapou Yanga-Mbiwa (Montpellier).,3,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1358,49,38,Foul by Kamel Chafni (Auxerre).,3,2,AJ Auxerre,Montpellier,kamel chafni,0
1359,50,38,RA??my Cabella (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,remy cabella,0
1360,51,40,Foul by Delvin Ndinga (Auxerre).,3,2,AJ Auxerre,Montpellier,delvin ndinga,0
1361,52,40,Geoffrey Dernis (Montpellier) wins a free kick in the attacking half.,8,1,Montpellier,AJ Auxerre,geoffrey dernis,0
1362,53,42,Foul by Issam Jemaa (Auxerre).,3,2,AJ Auxerre,Montpellier,issam jemaa,0
1363,54,42,YounA??s Belhanda (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,younes belhanda,0
1364,55,43,"Corner,  Montpellier. Conceded by Adama Coulibaly.",2,1,Montpellier,AJ Auxerre,adama coulibaly,0
1365,56,43,Attempt missed. Romain Pitau (Montpellier) right footed shot from outside the box is too high following a corner.,1,1,Montpellier,AJ Auxerre,romain pitau,0
1366,57,44,"Attempt missed. Alain TraorA?? (Auxerre) left footed shot from outside the box is close, but misses to the left. Assisted by Dennis Oliech.",1,2,AJ Auxerre,Montpellier,alain traore,0
1367,58,45,"Goal!  Montpellier 1, Auxerre 1. Alain TraorA?? (Auxerre) left footed shot from outside the box to the top right corner. Assisted by Dennis Oliech.",1,2,AJ Auxerre,Montpellier,alain traore,0
1368,59,46,"Offside, Auxerre. Dariusz Dudka tries a through ball, but Dennis Oliech is caught offside.",9,2,AJ Auxerre,Montpellier,dennis oliech,0
1369,60,47,Foul by Dennis Oliech (Auxerre).,3,2,AJ Auxerre,Montpellier,dennis oliech,0
1370,61,47,Henri Bedimo (Montpellier) wins a free kick on the left wing.,8,1,Montpellier,AJ Auxerre,henri bedimo,0
1371,62,49,Attempt saved. Ben Sahar (Auxerre) right footed shot from outside the box is saved in the centre of the goal. Assisted by Alain TraorA??.,1,2,AJ Auxerre,Montpellier,ben sahar,0
1372,63,50,Attempt blocked. RA??my Cabella (Montpellier) right footed shot from outside the box is blocked. Assisted by YounA??s Belhanda.,1,1,Montpellier,AJ Auxerre,remy cabella,0
1373,64,52,Attempt blocked. Dennis Oliech (Auxerre) right footed shot from outside the box is blocked.,1,2,AJ Auxerre,Montpellier,dennis oliech,0
1374,65,53,"Corner,  Montpellier. Conceded by Dariusz Dudka.",2,1,Montpellier,AJ Auxerre,dariusz dudka,0
1375,66,53,"Substitution, Montpellier. Marco Estrada replaces RA??my Cabella.",7,1,Montpellier,AJ Auxerre,NA,0
1376,67,54,Foul by Ben Sahar (Auxerre).,3,2,AJ Auxerre,Montpellier,ben sahar,0
1377,68,54,Mapou Yanga-Mbiwa (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1378,69,55,Attempt missed. Issam Jemaa (Auxerre) left footed shot from outside the box is high and wide to the left.,1,2,AJ Auxerre,Montpellier,issam jemaa,0
1379,70,56,Attempt saved. Ben Sahar (Auxerre) right footed shot from outside the box is saved in the centre of the goal.,1,2,AJ Auxerre,Montpellier,ben sahar,0
1380,71,57,"Attempt missed. Issam Jemaa (Auxerre) left footed shot from the left side of the box is close, but misses to the left. Assisted by Alain TraorA?? with a through ball.",1,2,AJ Auxerre,Montpellier,issam jemaa,0
1381,72,57,Issam Jemaa (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,issam jemaa,0
1382,73,57,Foul by Olivier Giroud (Montpellier).,3,1,Montpellier,AJ Auxerre,olivier giroud,0
1383,74,58,"Attempt missed. Alain TraorA?? (Auxerre) left footed shot from outside the box is close, but misses to the left. Assisted by Kamel Chafni.",1,2,AJ Auxerre,Montpellier,alain traore,0
1384,75,59,"Substitution, Montpellier. Jamel Saihi replaces Romain Pitau.",7,1,Montpellier,AJ Auxerre,NA,0
1385,76,60,Foul by Delvin Ndinga (Auxerre).,3,2,AJ Auxerre,Montpellier,delvin ndinga,0
1386,77,60,YounA??s Belhanda (Montpellier) wins a free kick in the attacking half.,8,1,Montpellier,AJ Auxerre,younes belhanda,0
1387,78,61,Attempt blocked. Geoffrey Dernis (Montpellier) left footed shot from outside the box is blocked.,1,1,Montpellier,AJ Auxerre,geoffrey dernis,0
1388,79,61,Ben Sahar (Auxerre) wins a free kick in the attacking half.,8,2,AJ Auxerre,Montpellier,ben sahar,0
1389,80,61,Foul by Abdelhamid El Kaoutari (Montpellier).,3,1,Montpellier,AJ Auxerre,abdelhamid el kaoutari,0
1390,81,62,Attempt saved. Dariusz Dudka (Auxerre) right footed shot from more than 35 yards is saved in the bottom right corner.,1,2,AJ Auxerre,Montpellier,dariusz dudka,0
1391,82,63,"Corner,  Auxerre. Conceded by Abdelhamid El Kaoutari.",2,2,AJ Auxerre,Montpellier,abdelhamid el kaoutari,0
1392,83,63,Attempt missed. Willy Boly (Auxerre) header from very close range misses to the right. Assisted by Alain TraorA?? with a cross following a corner.,1,2,AJ Auxerre,Montpellier,willy boly,0
1393,84,65,Dennis Oliech (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,dennis oliech,0
1394,85,65,Foul by Marco Estrada (Montpellier).,3,1,Montpellier,AJ Auxerre,marco estrada,0
1395,86,68,Foul by Ben Sahar (Auxerre).,3,2,AJ Auxerre,Montpellier,ben sahar,0
1396,87,68,Abdelhamid El Kaoutari (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,abdelhamid el kaoutari,0
1397,88,68,"Corner,  Montpellier. Conceded by LA??on Donovan.",2,1,Montpellier,AJ Auxerre,la??on donovan,0
1398,89,68,Foul by Kamel Chafni (Auxerre).,3,2,AJ Auxerre,Montpellier,kamel chafni,0
1399,90,68,Marco Estrada (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,marco estrada,0
1400,91,69,Kamel Chafni (Auxerre) is shown the yellow card for a bad foul.,4,2,AJ Auxerre,Montpellier,kamel chafni,0
1401,92,70,Kamel Chafni (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,kamel chafni,0
1402,93,70,Foul by Jamel Saihi (Montpellier).,3,1,Montpellier,AJ Auxerre,jamel saihi,0
1403,94,71,Foul by Willy Boly (Auxerre).,3,2,AJ Auxerre,Montpellier,willy boly,0
1404,95,71,John Utaka (Montpellier) wins a free kick in the attacking half.,8,1,Montpellier,AJ Auxerre,john utaka,0
1405,96,72,Attempt blocked. Marco Estrada (Montpellier) left footed shot from outside the box is blocked.,1,1,Montpellier,AJ Auxerre,marco estrada,0
1406,97,72,Kamel Chafni (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,kamel chafni,0
1407,98,72,Foul by Jamel Saihi (Montpellier).,3,1,Montpellier,AJ Auxerre,jamel saihi,0
1408,99,72,Foul by Ben Sahar (Auxerre).,3,2,AJ Auxerre,Montpellier,ben sahar,0
1409,100,72,Mapou Yanga-Mbiwa (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1410,101,75,"Goal!  Montpellier 2, Auxerre 1. Geoffrey Dernis (Montpellier) left footed shot from the right side of the box to the bottom left corner. Assisted by Garry Bocaly.",1,1,Montpellier,AJ Auxerre,geoffrey dernis,0
1411,102,77,Ben Sahar (Auxerre) wins a free kick in the attacking half.,8,2,AJ Auxerre,Montpellier,ben sahar,0
1412,103,77,Foul by Mapou Yanga-Mbiwa (Montpellier).,3,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1413,104,78,"Substitution, Montpellier. Souleymane Camara replaces Geoffrey Dernis.",7,1,Montpellier,AJ Auxerre,NA,0
1414,105,81,Issam Jemaa (Auxerre) wins a free kick on the left wing.,8,2,AJ Auxerre,Montpellier,issam jemaa,0
1415,106,81,Foul by Abdelhamid El Kaoutari (Montpellier).,3,1,Montpellier,AJ Auxerre,abdelhamid el kaoutari,0
1416,107,82,"Substitution, Auxerre. Roy Contout replaces Ben Sahar.",7,2,AJ Auxerre,Montpellier,NA,0
1417,108,82,Dariusz Dudka (Auxerre) wins a free kick in the attacking half.,8,2,AJ Auxerre,Montpellier,dariusz dudka,0
1418,109,82,Foul by John Utaka (Montpellier).,3,1,Montpellier,AJ Auxerre,john utaka,0
1419,110,83,Attempt missed. Dariusz Dudka (Auxerre) right footed shot from more than 35 yards is high and wide to the right from a direct free kick.,1,2,AJ Auxerre,Montpellier,dariusz dudka,0
1420,111,84,Attempt blocked. Olivier Giroud (Montpellier) left footed shot from the centre of the box is blocked. Assisted by Souleymane Camara.,1,1,Montpellier,AJ Auxerre,olivier giroud,0
1421,112,86,Foul by Dennis Oliech (Auxerre).,3,2,AJ Auxerre,Montpellier,dennis oliech,0
1422,113,86,Jamel Saihi (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,jamel saihi,0
1423,114,86,"Substitution, Auxerre. Jo-Gook Jung replaces Issam Jemaa.",7,2,AJ Auxerre,Montpellier,NA,0
1424,115,88,Attempt saved. Kamel Chafni (Auxerre) right footed shot from the left side of the box is saved in the top centre of the goal. Assisted by Roy Contout.,1,2,AJ Auxerre,Montpellier,kamel chafni,0
1425,116,88,Foul by Dennis Oliech (Auxerre).,3,2,AJ Auxerre,Montpellier,dennis oliech,0
1426,117,88,Mapou Yanga-Mbiwa (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1427,118,89,"Substitution, Auxerre. Rudy Haddad replaces Kamel Chafni.",7,2,AJ Auxerre,Montpellier,NA,0
1428,119,90,Foul by Dariusz Dudka (Auxerre).,3,2,AJ Auxerre,Montpellier,dariusz dudka,0
1429,120,90,John Utaka (Montpellier) wins a free kick on the left wing.,8,1,Montpellier,AJ Auxerre,john utaka,0
1430,121,90,Amadou Sidibe (Auxerre) wins a free kick in the defensive half.,8,2,AJ Auxerre,Montpellier,amadou sidibe,0
1431,122,90,Foul by Souleymane Camara (Montpellier).,3,1,Montpellier,AJ Auxerre,souleymane camara,0
1432,123,90,Attempt blocked. YounA??s Belhanda (Montpellier) right footed shot from the left side of the box is blocked. Assisted by John Utaka.,1,1,Montpellier,AJ Auxerre,younes belhanda,0
1433,124,90,"Goal!  Montpellier 3, Auxerre 1. Olivier Giroud (Montpellier) left footed shot from a difficult angle on the left to the bottom right corner following a fast break.",1,1,Montpellier,AJ Auxerre,olivier giroud,1
1434,125,90,Foul by Dennis Oliech (Auxerre).,3,2,AJ Auxerre,Montpellier,dennis oliech,0
1435,126,90,Mapou Yanga-Mbiwa (Montpellier) wins a free kick in the defensive half.,8,1,Montpellier,AJ Auxerre,mapou yangambiwa,0
1436,1,1,"Offside, Stuttgart. Tamas Hajnal tries a through ball, but Cacau is caught offside.",9,1,VfB Stuttgart,Schalke 04,cacau,0
1437,2,2,Cristian Molinaro (Stuttgart) wins a free kick in the defensive half.,8,1,VfB Stuttgart,Schalke 04,cristian molinaro,0
1438,3,3,Cacau (Stuttgart) wins a free kick in the attacking half.,8,1,VfB Stuttgart,Schalke 04,cacau,0
1439,4,3,Foul by Jermaine Jones (Schalke).,3,2,Schalke 04,VfB Stuttgart,jermaine jones,0
1440,5,4,Foul by Cristian Molinaro (Stuttgart).,3,1,VfB Stuttgart,Schalke 04,cristian molinaro,0
1441,6,4,Alexander Baumjohann (Schalke) wins a free kick in the defensive half.,8,2,Schalke 04,VfB Stuttgart,alexander baumjohann,0
1442,7,5,"Offside, Schalke. Christian Fuchs tries a through ball, but Klaas-Jan Huntelaar is caught offside.",9,2,Schalke 04,VfB Stuttgart,klaasjan huntelaar,0
1443,8,8,Foul by Serdar Tasci (Stuttgart).,3,1,VfB Stuttgart,Schalke 04,serdar tasci,0
1444,9,8,Klaas-Jan Huntelaar (Schalke) wins a free kick on the left wing.,8,2,Schalke 04,VfB Stuttgart,klaasjan huntelaar,0
1445,10,9,Christian Gentner (Stuttgart) is shown the yellow card.,4,1,VfB Stuttgart,Schalke 04,christian gentner,0
1446,11,11,Martin Harnik (Stuttgart) wins a free kick in the attacking half.,8,1,VfB Stuttgart,Schalke 04,martin harnik,0
1447,12,11,Foul by Jermaine Jones (Schalke).,3,2,Schalke 04,VfB Stuttgart,jermaine jones,0
1448,13,14,Tamas Hajnal (Stuttgart) wins a free kick in the defensive half.,8,1,VfB Stuttgart,Schalke 04,tamas hajnal,0
1449,14,14,Foul by Jermaine Jones (Schalke).,3,2,Schalke 04,VfB Stuttgart,jermaine jones,0
1450,15,15,Foul by Maza (Stuttgart).,3,1,VfB Stuttgart,Schalke 04,maza,0
1451,16,15,Klaas-Jan Huntelaar (Schalke) wins a free kick in the attacking half.,8,2,Schalke 04,VfB Stuttgart,klaasjan huntelaar,0
1452,17,16,Attempt saved. Christian Fuchs (Schalke) left footed shot from outside the box is saved in the bottom left corner.,1,2,Schalke 04,VfB Stuttgart,christian fuchs,0
