id_event,sort_order,time,text,event_type,side,event_team,opponent,player,fastBreak
1608,61,51,Foul by Edson Braafheid (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,edson braafheid,0
1609,62,52,"Offside, 1899 Hoffenheim. Marvin Compper tries a through ball, but Chinedu Obasi is caught offside.",9,2,TSG Hoffenheim,Hannover 96,chinedu obasi,0
1610,63,53,Emanuel Pogatetz (Hannover) wins a free kick in the defensive half.,8,1,Hannover 96,TSG Hoffenheim,emanuel pogatetz,0
1611,64,53,Foul by Sebastian Rudy (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,sebastian rudy,0
1612,65,54,Ron-Robert Zieler (Hannover) wins a free kick in the defensive half.,8,1,Hannover 96,TSG Hoffenheim,ronrobert zieler,0
1613,66,54,Foul by Ryan Babel (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,ryan babel,0
1614,67,55,Chinedu Obasi (1899 Hoffenheim) is shown the yellow card for a bad foul.,4,2,TSG Hoffenheim,Hannover 96,chinedu obasi,0
1615,68,61,"Offside, 1899 Hoffenheim. Chinedu Obasi tries a through ball, but Ryan Babel is caught offside.",9,2,TSG Hoffenheim,Hannover 96,ryan babel,0
1616,69,63,Jan Schlaudraff (Hannover) wins a free kick in the attacking half.,8,1,Hannover 96,TSG Hoffenheim,jan schlaudraff,0
1617,70,63,Foul by Edson Braafheid (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,edson braafheid,0
1618,71,64,"Substitution, 1899 Hoffenheim. Sven Schipplock replaces Ryan Babel because of an injury.",7,2,TSG Hoffenheim,Hannover 96,NA,0
1619,72,66,Attempt blocked. Peniel Kokou Mlapa (1899 Hoffenheim) right footed shot from outside the box is blocked. Assisted by Sebastian Rudy.,1,2,TSG Hoffenheim,Hannover 96,peniel kokou mlapa,0
1620,73,66,"Attempt missed. Sebastian Rudy (1899 Hoffenheim) right footed shot from outside the box is close, but misses to the right.",1,2,TSG Hoffenheim,Hannover 96,sebastian rudy,0
1621,74,67,"Substitution, 1899 Hoffenheim. Roberto Firmino replaces Sejad Salihovic.",7,2,TSG Hoffenheim,Hannover 96,NA,0
1622,75,68,Hand ball by Chinedu Obasi (1899 Hoffenheim).,10,2,TSG Hoffenheim,Hannover 96,chinedu obasi,0
1623,76,69,Emanuel Pogatetz (Hannover) wins a free kick in the defensive half.,8,1,Hannover 96,TSG Hoffenheim,emanuel pogatetz,0
1624,77,69,"Substitution, Hannover. Henning Hauger replaces Sergio Pinto.",7,1,Hannover 96,TSG Hoffenheim,NA,0
1625,78,69,Foul by Sven Schipplock (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,sven schipplock,0
1626,79,70,"Corner,  1899 Hoffenheim. Conceded by Christian Schulz.",2,2,TSG Hoffenheim,Hannover 96,christian schulz,0
1627,80,70,Attempt saved. Chinedu Obasi (1899 Hoffenheim) left footed shot from the centre of the box is saved in the centre of the goal.,1,2,TSG Hoffenheim,Hannover 96,chinedu obasi,0
1628,81,72,Hand ball by Mohammed Abdellaoue (Hannover).,10,1,Hannover 96,TSG Hoffenheim,mohammed abdellaoue,0
1629,82,74,"Substitution, Hannover. Christian Pander replaces Konstantin Rausch.",7,1,Hannover 96,TSG Hoffenheim,NA,0
1630,83,75,Attempt saved. Mohammed Abdellaoue (Hannover) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Christian Pander.,1,1,Hannover 96,TSG Hoffenheim,mohammed abdellaoue,0
1631,84,76,Mohammed Abdellaoue (Hannover) wins a free kick on the left wing.,8,1,Hannover 96,TSG Hoffenheim,mohammed abdellaoue,0
1632,85,76,Foul by Isaac Vorsah (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,isaac vorsah,0
1633,86,77,Attempt saved. Roberto Firmino (1899 Hoffenheim) left footed shot from outside the box is saved in the bottom left corner. Assisted by Sven Schipplock.,1,2,TSG Hoffenheim,Hannover 96,roberto firmino,0
1634,87,78,Karim Haggui (Hannover) wins a free kick in the defensive half.,8,1,Hannover 96,TSG Hoffenheim,karim haggui,0
1635,88,78,Foul by Sven Schipplock (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,sven schipplock,0
1636,89,79,"Attempt missed. Roberto Firmino (1899 Hoffenheim) left footed shot from the left side of the six yard box is close, but misses to the left. Assisted by Chinedu Obasi with a cross.",1,2,TSG Hoffenheim,Hannover 96,roberto firmino,0
1637,90,81,Attempt saved. Fabian Johnson (1899 Hoffenheim) left footed shot from outside the box is saved in the bottom right corner. Assisted by Andreas Beck.,1,2,TSG Hoffenheim,Hannover 96,fabian johnson,0
1638,91,82,"Corner,  1899 Hoffenheim. Conceded by Sofian Chahed.",2,2,TSG Hoffenheim,Hannover 96,sofian chahed,0
1639,92,83,Attempt saved. Jan Schlaudraff (Hannover) right footed shot from the left side of the box is saved in the bottom right corner. Assisted by Manuel Schmiedebach.,1,1,Hannover 96,TSG Hoffenheim,jan schlaudraff,0
1640,93,84,"Substitution, Hannover. Moritz Stoppelkamp replaces Mohammed Abdellaoue because of an injury.",7,1,Hannover 96,TSG Hoffenheim,NA,0
1641,94,86,"Corner,  Hannover. Conceded by Edson Braafheid.",2,1,Hannover 96,TSG Hoffenheim,edson braafheid,0
1642,95,88,Jan Schlaudraff (Hannover) wins a free kick on the left wing.,8,1,Hannover 96,TSG Hoffenheim,jan schlaudraff,0
1643,96,88,Foul by Karim Haggui (Hannover).,3,1,Hannover 96,TSG Hoffenheim,karim haggui,0
1644,97,88,Foul by Andreas Beck (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,andreas beck,0
1645,98,88,Sven Schipplock (1899 Hoffenheim) wins a free kick in the attacking half.,8,2,TSG Hoffenheim,Hannover 96,sven schipplock,0
1646,99,89,Moritz Stoppelkamp (Hannover) wins a free kick on the right wing.,8,1,Hannover 96,TSG Hoffenheim,moritz stoppelkamp,0
1647,100,89,Foul by Edson Braafheid (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,edson braafheid,0
1648,101,90,Foul by Moritz Stoppelkamp (Hannover).,3,1,Hannover 96,TSG Hoffenheim,moritz stoppelkamp,0
1649,102,90,Moritz Stoppelkamp (Hannover) wins a free kick on the right wing.,8,1,Hannover 96,TSG Hoffenheim,moritz stoppelkamp,0
1650,103,90,"Substitution, 1899 Hoffenheim. Prince Tagoe replaces Fabian Johnson.",7,2,TSG Hoffenheim,Hannover 96,NA,0
1651,104,90,Andreas Beck (1899 Hoffenheim) wins a free kick in the defensive half.,8,2,TSG Hoffenheim,Hannover 96,andreas beck,0
1652,105,90,Foul by Edson Braafheid (1899 Hoffenheim).,3,2,TSG Hoffenheim,Hannover 96,edson braafheid,0
1653,1,2,Foul by Carlao (Sochaux).,3,2,Sochaux,Marseille,carlao,0
1654,2,2,LoA??c Remy (Marseille) wins a free kick on the right wing.,8,1,Marseille,Sochaux,loic remy,0
1655,3,3,Attempt saved. LoA??c Remy (Marseille) right footed shot from outside the box is saved in the bottom right corner. Assisted by Lucho GonzA??lez with a through ball.,1,1,Marseille,Sochaux,loic remy,0
1656,4,3,"Corner,  Marseille. Conceded by Teddy Richert.",2,1,Marseille,Sochaux,teddy richert,0
1657,5,4,Attempt missed. AndrA?? Ayew (Marseille) header from the centre of the box is too high. Assisted by Benoit Cheyrou with a cross following a corner.,1,1,Marseille,Sochaux,andre ayew,0
1658,6,5,Foul by Kevin Anin (Sochaux).,3,2,Sochaux,Marseille,kevin anin,0
1659,7,5,Lucho GonzA??lez (Marseille) wins a free kick in the attacking half.,8,1,Marseille,Sochaux,lucho gonzalez,0
1660,8,6,Sebastien Corchia (Sochaux) wins a free kick in the defensive half.,8,2,Sochaux,Marseille,sebastien corchia,0
1661,9,6,Foul by Alou Diarra (Marseille).,3,1,Marseille,Sochaux,alou diarra,0
1662,10,6,Damien Perquis (Sochaux) wins a free kick in the defensive half.,8,2,Sochaux,Marseille,damien perquis,0
1663,11,6,Foul by JA??rA??my Morel (Marseille).,3,1,Marseille,Sochaux,jeremy morel,0
1664,12,7,Carlao (Sochaux) wins a free kick in the defensive half.,8,2,Sochaux,Marseille,carlao,0
1665,13,7,Foul by LoA??c Remy (Marseille).,3,1,Marseille,Sochaux,loic remy,0
1666,14,7,Attempt blocked. LoA??c Remy (Marseille) right footed shot from the centre of the box is blocked. Assisted by Benoit Cheyrou with a through ball.,1,1,Marseille,Sochaux,loic remy,0
1667,15,8,Vincent Nogueira (Sochaux) wins a free kick in the attacking half.,8,2,Sochaux,Marseille,vincent nogueira,0
1668,16,8,Foul by Souleymane Diawara (Marseille).,3,1,Marseille,Sochaux,souleymane diawara,0
1669,17,9,Attempt blocked. Ryad Boudebouz (Sochaux) left footed shot from outside the box is blocked. Assisted by Marvin Martin.,1,2,Sochaux,Marseille,ryad boudebouz,0
1670,18,10,Attempt missed. Benoit Cheyrou (Marseille) left footed shot from outside the box is too high.,1,1,Marseille,Sochaux,benoit cheyrou,0
1671,19,11,Modibo Maiga (Sochaux) wins a free kick on the right wing.,8,2,Sochaux,Marseille,modibo maiga,0
1672,20,11,Foul by StA??phane Mbia (Marseille).,3,1,Marseille,Sochaux,stephane mbia,0
1673,21,15,Foul by Modibo Maiga (Sochaux).,3,2,Sochaux,Marseille,modibo maiga,0
1674,22,15,StA??phane Mbia (Marseille) wins a free kick in the defensive half.,8,1,Marseille,Sochaux,stephane mbia,0
1675,23,16,Modibo Maiga (Sochaux) wins a free kick in the defensive half.,8,2,Sochaux,Marseille,modibo maiga,0
1676,24,16,Foul by StA??phane Mbia (Marseille).,3,1,Marseille,Sochaux,stephane mbia,0
1677,25,16,StA??phane Mbia (Marseille) is shown the yellow card for a bad foul.,4,1,Marseille,Sochaux,stephane mbia,0
1678,26,16,SA??bastien Roudet (Sochaux) wins a free kick in the attacking half.,8,2,Sochaux,Marseille,sebastien roudet,0
1679,27,16,Foul by Lucho GonzA??lez (Marseille).,3,1,Marseille,Sochaux,lucho gonzalez,0
1680,28,17,Foul by Carlao (Sochaux).,3,2,Sochaux,Marseille,carlao,0
1681,29,17,LoA??c Remy (Marseille) wins a free kick in the attacking half.,8,1,Marseille,Sochaux,loic remy,0
1682,30,20,Foul by Sebastien Corchia (Sochaux).,3,2,Sochaux,Marseille,sebastien corchia,0
1683,31,20,Morgan Amalfitano (Marseille) wins a free kick on the right wing.,8,1,Marseille,Sochaux,morgan amalfitano,0
1684,32,20,Sebastien Corchia (Sochaux) is shown the yellow card for a bad foul.,4,2,Sochaux,Marseille,sebastien corchia,0
1685,33,21,Attempt missed. Morgan Amalfitano (Marseille) right footed shot from the right side of the box misses to the left.,1,1,Marseille,Sochaux,morgan amalfitano,0
1686,34,23,Attempt missed. LoA??c Remy (Marseille) right footed shot from the right side of the box misses to the left. Assisted by Lucho GonzA??lez with a through ball.,1,1,Marseille,Sochaux,loic remy,0
1687,35,26,"Corner,  Marseille. Conceded by Carlao.",2,1,Marseille,Sochaux,carlao,0
1688,36,27,Foul by Damien Perquis (Sochaux).,3,2,Sochaux,Marseille,damien perquis,0
1689,37,27,Lucho GonzA??lez (Marseille) wins a free kick in the attacking half.,8,1,Marseille,Sochaux,lucho gonzalez,0
1690,38,28,Attempt blocked. Benoit Cheyrou (Marseille) left footed shot from outside the box is blocked.,1,1,Marseille,Sochaux,benoit cheyrou,0
1691,39,30,Alou Diarra (Marseille) wins a free kick in the defensive half.,8,1,Marseille,Sochaux,alou diarra,0
1692,40,31,Marvin Martin (Sochaux) is shown the yellow card for a bad foul.,4,2,Sochaux,Marseille,marvin martin,0
1693,41,33,Attempt saved. AndrA?? Ayew (Marseille) left footed shot from outside the box is saved in the centre of the goal. Assisted by LoA??c Remy with a headed pass.,1,1,Marseille,Sochaux,andre ayew,0
1694,42,33,Attempt saved. Ryad Boudebouz (Sochaux) left footed shot from outside the box is saved in the bottom left corner.,1,2,Sochaux,Marseille,ryad boudebouz,0
1695,43,35,Attempt missed. AndrA?? Ayew (Marseille) left footed shot from the centre of the box misses to the left. Assisted by Lucho GonzA??lez with a headed pass.,1,1,Marseille,Sochaux,andre ayew,0
1696,44,38,Attempt blocked. LoA??c Remy (Marseille) left footed shot from the right side of the box is blocked. Assisted by Alou Diarra.,1,1,Marseille,Sochaux,loic remy,0
1697,45,38,"Goal!  Marseille 1, Sochaux 0. Lucho GonzA??lez (Marseille) left footed shot from outside the box to the bottom left corner.",1,1,Marseille,Sochaux,lucho gonzalez,0
1698,46,41,Attempt missed. LoA??c Remy (Marseille) right footed shot from the right side of the box is high and wide to the right.,1,1,Marseille,Sochaux,loic remy,0
1699,47,42,Attempt missed. Lucho GonzA??lez (Marseille) right footed shot from outside the box misses to the right. Assisted by AndrA?? Ayew.,1,1,Marseille,Sochaux,lucho gonzalez,0
1700,48,44,Sebastien Corchia (Sochaux) wins a free kick in the defensive half.,8,2,Sochaux,Marseille,sebastien corchia,0
1701,49,44,Foul by Morgan Amalfitano (Marseille).,3,1,Marseille,Sochaux,morgan amalfitano,0
1702,50,44,Ryad Boudebouz (Sochaux) wins a free kick in the attacking half.,8,2,Sochaux,Marseille,ryad boudebouz,0
1703,51,44,Foul by Souleymane Diawara (Marseille).,3,1,Marseille,Sochaux,souleymane diawara,0
1704,52,45,Attempt missed. Modibo Maiga (Sochaux) left footed shot from outside the box misses to the left. Assisted by Ryad Boudebouz from a direct free kick.,1,2,Sochaux,Marseille,modibo maiga,0
1705,53,47,"Attempt missed. Marvin Martin (Sochaux) right footed shot from the right side of the box is close, but misses the top right corner. Assisted by Damien Perquis.",1,2,Sochaux,Marseille,marvin martin,0
1706,54,48,Attempt missed. Benoit Cheyrou (Marseille) left footed shot from outside the box is too high. Assisted by AndrA?? Ayew.,1,1,Marseille,Sochaux,benoit cheyrou,0
1707,55,49,Attempt saved. Lucho GonzA??lez (Marseille) right footed shot from the left side of the box is saved in the bottom right corner.,1,1,Marseille,Sochaux,lucho gonzalez,0
1708,56,51,Attempt blocked. Morgan Amalfitano (Marseille) right footed shot from more than 35 yards is blocked. Assisted by AndrA?? Ayew.,1,1,Marseille,Sochaux,morgan amalfitano,0
1709,57,51,"Corner,  Marseille. Conceded by Carlao.",2,1,Marseille,Sochaux,carlao,0
1710,58,53,Attempt missed. Morgan Amalfitano (Marseille) right footed shot from outside the box misses to the left. Assisted by Rod Fanni.,1,1,Marseille,Sochaux,morgan amalfitano,0
1711,59,54,Modibo Maiga (Sochaux) wins a free kick on the right wing.,8,2,Sochaux,Marseille,modibo maiga,0
1712,60,54,Foul by StA??phane Mbia (Marseille).,3,1,Marseille,Sochaux,stephane mbia,0
1713,61,55,Attempt blocked. Modibo Maiga (Sochaux) left footed shot from the centre of the box is blocked.,1,2,Sochaux,Marseille,modibo maiga,0
1714,62,55,Attempt blocked. Modibo Maiga (Sochaux) header from the centre of the box is blocked.,1,2,Sochaux,Marseille,modibo maiga,0
1715,63,55,"Corner,  Sochaux. Conceded by Alou Diarra.",2,2,Sochaux,Marseille,alou diarra,0
1716,64,55,"Corner,  Sochaux. Conceded by Benoit Cheyrou.",2,2,Sochaux,Marseille,benoit cheyrou,0
1717,65,56,Attempt blocked. LoA??c Remy (Marseille) right footed shot from outside the box is blocked. Assisted by AndrA?? Ayew.,1,1,Marseille,Sochaux,loic remy,0
1718,66,58,"Goal!  Marseille 1, Sochaux 1. Marvin Martin (Sochaux) right footed shot from the centre of the box to the bottom right corner. Assisted by Sebastien Corchia with a cross.",1,2,Sochaux,Marseille,marvin martin,0
1719,67,61,SA??bastien Roudet (Sochaux) wins a free kick in the attacking half.,8,2,Sochaux,Marseille,sebastien roudet,0
1720,68,61,Foul by Alou Diarra (Marseille).,3,1,Marseille,Sochaux,alou diarra,0
1721,69,62,"Corner,  Sochaux. Conceded by Rod Fanni.",2,2,Sochaux,Marseille,rod fanni,0
1722,70,65,Attempt missed. LoA??c Remy (Marseille) right footed shot from a difficult angle on the right is too high.,1,1,Marseille,Sochaux,loic remy,0
1723,71,66,Attempt missed. AndrA?? Ayew (Marseille) header from the centre of the box is too high. Assisted by Rod Fanni with a cross.,1,1,Marseille,Sochaux,andre ayew,0
1724,72,66,"Substitution, Marseille. Mathieu Valbuena replaces Morgan Amalfitano.",7,1,Marseille,Sochaux,NA,0
1725,73,66,"Substitution, Marseille. Jordan Ayew replaces AndrA?? Ayew.",7,1,Marseille,Sochaux,NA,0
1726,74,68,"Corner,  Sochaux. Conceded by Souleymane Diawara.",2,2,Sochaux,Marseille,souleymane diawara,0
1727,75,69,Foul by Vincent Nogueira (Sochaux).,3,2,Sochaux,Marseille,vincent nogueira,0
1728,76,69,Mathieu Valbuena (Marseille) wins a free kick on the left wing.,8,1,Marseille,Sochaux,mathieu valbuena,0
1729,77,70,"Goal!  Marseille 1, Sochaux 2. Vincent Nogueira (Sochaux) right footed shot from outside the box to the bottom right corner. Assisted by Ryad Boudebouz.",1,2,Sochaux,Marseille,vincent nogueira,0
1730,78,72,Attempt missed. Benoit Cheyrou (Marseille) right footed shot from outside the box misses to the left. Assisted by Mathieu Valbuena.,1,1,Marseille,Sochaux,benoit cheyrou,0
1731,79,72,Modibo Maiga (Sochaux) wins a free kick in the attacking half.,8,2,Sochaux,Marseille,modibo maiga,0
1732,80,72,Foul by Alou Diarra (Marseille).,3,1,Marseille,Sochaux,alou diarra,0
1733,81,73,"Corner,  Marseille. Conceded by Vincent Nogueira.",2,1,Marseille,Sochaux,vincent nogueira,0
1734,82,74,"Goal!  Marseille 2, Sochaux 2. LoA??c Remy (Marseille) header from the centre of the box to the bottom left corner. Assisted by Mathieu Valbuena with a cross following a corner.",1,1,Marseille,Sochaux,loic remy,0
1735,83,74,"Substitution, Marseille. Charles KaborA?? replaces Benoit Cheyrou.",7,1,Marseille,Sochaux,NA,0
1736,84,75,Marvin Martin (Sochaux) wins a free kick on the right wing.,8,2,Sochaux,Marseille,marvin martin,0
1737,85,75,Foul by Charles KaborA?? (Marseille).,3,1,Marseille,Sochaux,charles kabore,0
1738,86,76,"Substitution, Sochaux. Yassin Mikari replaces SA??bastien Roudet.",7,2,Sochaux,Marseille,NA,0
1739,87,79,Attempt missed. Lucho GonzA??lez (Marseille) left footed shot from the centre of the box misses to the left. Assisted by JA??rA??my Morel with a cross.,1,1,Marseille,Sochaux,lucho gonzalez,0
1740,88,80,Attempt saved. Charles KaborA?? (Marseille) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Jordan Ayew.,1,1,Marseille,Sochaux,charles kabore,0
1741,89,82,"Substitution, Sochaux. Sloan Privat replaces Modibo Maiga.",7,2,Sochaux,Marseille,NA,0
1742,90,83,Foul by Carlao (Sochaux).,3,2,Sochaux,Marseille,carlao,0
1743,91,83,LoA??c Remy (Marseille) wins a free kick in the attacking half.,8,1,Marseille,Sochaux,loic remy,0
1744,92,84,Attempt saved. Lucho GonzA??lez (Marseille) right footed shot from outside the box is saved in the bottom left corner.,1,1,Marseille,Sochaux,lucho gonzalez,0
1745,93,85,Foul by Yassin Mikari (Sochaux).,3,2,Sochaux,Marseille,yassin mikari,0
1746,94,85,Rod Fanni (Marseille) wins a free kick in the defensive half.,8,1,Marseille,Sochaux,rod fanni,0
1747,95,85,"Offside, Marseille. Lucho GonzA??lez tries a through ball, but LoA??c Remy is caught offside.",9,1,Marseille,Sochaux,loic remy,0
1748,96,87,"Offside, Marseille. Charles KaborA?? tries a through ball, but Mathieu Valbuena is caught offside.",9,1,Marseille,Sochaux,mathieu valbuena,0
1749,97,88,Attempt saved. Mathieu Valbuena (Marseille) right footed shot from outside the box is saved in the centre of the goal. Assisted by LoA??c Remy.,1,1,Marseille,Sochaux,mathieu valbuena,0
1750,98,89,Attempt missed. Mathieu Valbuena (Marseille) right footed shot from outside the box is high and wide to the left. Assisted by Charles KaborA??.,1,1,Marseille,Sochaux,mathieu valbuena,0
1751,99,90,Lucho GonzA??lez (Marseille) wins a free kick in the attacking half.,8,1,Marseille,Sochaux,lucho gonzalez,0
1752,100,90,Mathieu Peybernes (Sochaux) is shown the yellow card for a bad foul.,4,2,Sochaux,Marseille,mathieu peybernes,0
1753,101,90,"Corner,  Sochaux. Conceded by StA??phane Mbia.",2,2,Sochaux,Marseille,sta??phane mbia,0
1754,102,90,Foul by Yassin Mikari (Sochaux).,3,2,Sochaux,Marseille,yassin mikari,0
1755,103,90,Mathieu Valbuena (Marseille) wins a free kick in the defensive half.,8,1,Marseille,Sochaux,mathieu valbuena,0
1756,104,90,"Substitution, Sochaux. Edouard Butin replaces Ryad Boudebouz.",7,2,Sochaux,Marseille,NA,0
1757,105,90,Foul by Mathieu Peybernes (Sochaux).,3,2,Sochaux,Marseille,mathieu peybernes,0
1758,106,90,Jordan Ayew (Marseille) wins a free kick on the left wing.,8,1,Marseille,Sochaux,jordan ayew,0
1759,107,90,Damien Perquis (Sochaux) wins a free kick in the defensive half.,8,2,Sochaux,Marseille,damien perquis,0
1760,108,90,Foul by StA??phane Mbia (Marseille).,3,1,Marseille,Sochaux,stephane mbia,0
1761,1,1,Foul by Landry N'GuA??mo (Bordeaux).,3,1,Bordeaux,St Etienne,landry nguemo,0
1762,2,1,Josua Guilavogui (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,josua guilavogui,0
1763,3,3,"Corner,  Bordeaux. Conceded by Josua Guilavogui.",2,1,Bordeaux,St Etienne,josua guilavogui,0
1764,4,3,MichaA??l Ciani (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,michael ciani,0
1765,5,3,Foul by Florent Sinama-Pongolle (St Etienne).,3,2,St Etienne,Bordeaux,florent sinamapongolle,0
1766,6,6,Foul by Josua Guilavogui (St Etienne).,3,2,St Etienne,Bordeaux,josua guilavogui,0
1767,7,6,Jaroslav Plasil (Bordeaux) wins a free kick on the right wing.,8,1,Bordeaux,St Etienne,jaroslav plasil,0
1768,8,7,Foul by Sylvain Marchal (St Etienne).,3,2,St Etienne,Bordeaux,sylvain marchal,0
1769,9,7,Jussie (Bordeaux) wins a free kick in the attacking half.,8,1,Bordeaux,St Etienne,jussie,0
1770,10,8,"Attempt missed. BenoA??t TrA??moulinas (Bordeaux) left footed shot from outside the box is close, but misses the top left corner from a direct free kick.",1,1,Bordeaux,St Etienne,benoit tremoulinas,0
1771,11,11,Foul by Florent Sinama-Pongolle (St Etienne).,3,2,St Etienne,Bordeaux,florent sinamapongolle,0
1772,12,11,Matthieu ChalmA?? (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,matthieu chalme,0
1773,13,15,Foul by Sylvain Marchal (St Etienne).,3,2,St Etienne,Bordeaux,sylvain marchal,0
1774,14,15,Anthony Modeste (Bordeaux) wins a free kick in the attacking half.,8,1,Bordeaux,St Etienne,anthony modeste,0
1775,15,17,Attempt missed. Gonzalo Bergessio (St Etienne) right footed shot from the centre of the box misses to the right. Assisted by Pierre-Emerick Aubameyang with a cross.,1,2,St Etienne,Bordeaux,gonzalo bergessio,0
1776,16,18,"Own Goal by MichaA??l Ciani, Bordeaux.  Bordeaux 0, St Etienne 1.",1,2,St Etienne,Bordeaux,michael ciani,0
1777,17,19,Foul by Josua Guilavogui (St Etienne).,3,2,St Etienne,Bordeaux,josua guilavogui,0
1778,18,19,Jaroslav Plasil (Bordeaux) wins a free kick in the attacking half.,8,1,Bordeaux,St Etienne,jaroslav plasil,0
1779,19,20,"Attempt missed. Landry N'GuA??mo (Bordeaux) right footed shot from outside the box is close, but misses to the left. Assisted by Jaroslav Plasil from a direct free kick.",1,1,Bordeaux,St Etienne,landry nguemo,0
1780,20,21,Foul by Florent Sinama-Pongolle (St Etienne).,3,2,St Etienne,Bordeaux,florent sinamapongolle,0
1781,21,21,MichaA??l Ciani (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,michael ciani,0
1782,22,23,Florent Sinama-Pongolle (St Etienne) wins a free kick in the attacking half.,8,2,St Etienne,Bordeaux,florent sinamapongolle,0
1783,23,23,Foul by Landry N'GuA??mo (Bordeaux).,3,1,Bordeaux,St Etienne,landry nguemo,0
1784,24,23,Attempt missed. Gonzalo Bergessio (St Etienne) right footed shot from outside the box misses to the left. Assisted by Florent Sinama-Pongolle following a set piece situation.,1,2,St Etienne,Bordeaux,gonzalo bergessio,0
1785,25,24,Foul by Gonzalo Bergessio (St Etienne).,3,2,St Etienne,Bordeaux,gonzalo bergessio,0
1786,26,24,BenoA??t TrA??moulinas (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,benoit tremoulinas,0
1787,27,25,Foul by Josua Guilavogui (St Etienne).,3,2,St Etienne,Bordeaux,josua guilavogui,0
1788,28,25,Jussie (Bordeaux) wins a free kick in the attacking half.,8,1,Bordeaux,St Etienne,jussie,0
1789,29,26,JA??rA??my Clement (St Etienne) wins a free kick in the attacking half.,8,2,St Etienne,Bordeaux,jeremy clement,0
1790,30,26,Foul by Jaroslav Plasil (Bordeaux).,3,1,Bordeaux,St Etienne,jaroslav plasil,0
1791,31,27,Attempt blocked. Pierre-Emerick Aubameyang (St Etienne) right footed shot from long range on the right is blocked. Assisted by Gonzalo Bergessio with a headed pass.,1,2,St Etienne,Bordeaux,pierreemerick aubameyang,0
1792,32,27,Foul by Sylvain Marchal (St Etienne).,3,2,St Etienne,Bordeaux,sylvain marchal,0
1793,33,27,Jussie (Bordeaux) wins a free kick on the left wing.,8,1,Bordeaux,St Etienne,jussie,0
1794,34,28,Attempt saved. MichaA??l Ciani (Bordeaux) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Jaroslav Plasil.,1,1,Bordeaux,St Etienne,michael ciani,0
1795,35,28,Sylvain Marchal (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,sylvain marchal,0
1796,36,28,Foul by MichaA??l Ciani (Bordeaux).,3,1,Bordeaux,St Etienne,michael ciani,0
1797,37,29,"Offside, St Etienne. Jean-Pascal Mignot tries a through ball, but Florent Sinama-Pongolle is caught offside.",9,2,St Etienne,Bordeaux,florent sinamapongolle,0
1798,38,30,Attempt blocked. Bakary Sako (St Etienne) right footed shot from the left side of the box is blocked. Assisted by Gonzalo Bergessio.,1,2,St Etienne,Bordeaux,bakary sako,0
1799,39,31,"Goal!  Bordeaux 0, St Etienne 2. Pierre-Emerick Aubameyang (St Etienne) right footed shot from a difficult angle and long range on the right to the top left corner.",1,2,St Etienne,Bordeaux,pierreemerick aubameyang,0
1800,40,33,Attempt blocked. Gonzalo Bergessio (St Etienne) right footed shot from very close range is blocked. Assisted by Bakary Sako with a cross.,1,2,St Etienne,Bordeaux,gonzalo bergessio,0
1801,41,35,"Attempt missed. Anthony Modeste (Bordeaux) right footed shot from the right side of the box is close, but misses the top right corner. Assisted by Abdou TraorA??.",1,1,Bordeaux,St Etienne,anthony modeste,0
1802,42,35,Foul by Sylvain Marchal (St Etienne).,3,2,St Etienne,Bordeaux,sylvain marchal,0
1803,43,35,Nicolas Maurice-Belay (Bordeaux) wins a free kick on the left wing.,8,1,Bordeaux,St Etienne,nicolas mauricebelay,0
1804,44,37,"Corner,  Bordeaux. Conceded by Sylvain Marchal.",2,1,Bordeaux,St Etienne,sylvain marchal,0
1805,45,37,"Corner,  Bordeaux. Conceded by StA??phane Ruffier.",2,1,Bordeaux,St Etienne,sta??phane ruffier,0
1806,46,38,Sylvain Marchal (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,sylvain marchal,0
1807,47,38,Foul by Jussie (Bordeaux).,3,1,Bordeaux,St Etienne,jussie,0
1808,48,40,Foul by Josua Guilavogui (St Etienne).,3,2,St Etienne,Bordeaux,josua guilavogui,0
1809,49,40,Jaroslav Plasil (Bordeaux) wins a free kick on the left wing.,8,1,Bordeaux,St Etienne,jaroslav plasil,0
